geo_unit,Solo Adult,Adult Couple,Adult multi-house,Adult with Children,Couple with Children,Adults with Children
TEMP000732,18,22,0,7,16,2
TEMP000733,18,12,3,6,17,2
TEMP000734,13,15,1,8,18,3
TEMP000735,11,12,4,11,14,4
TEMP000736,18,8,8,8,19,0
TEMP000737,9,9,4,5,15,6
TEMP000738,24,6,5,10,16,2
TEMP000739,16,14,3,16,13,0
TEMP000740,10,12,5,9,20,0
TEMP000741,8,9,9,9,17,2
TEMP000742,11,9,6,8,17,3
TEMP000743,13,10,3,6,19,3
TEMP000744,7,11,6,7,14,7
TEMP000745,17,15,3,11,15,4
TEMP000746,10,10,3,7,15,5
TEMP000747,15,20,2,6,16,4
TEMP000748,9,11,5,6,18,3
TEMP000749,9,9,6,9,18,2
TEMP000750,11,17,4,12,15,2
TEMP000751,25,11,3,6,16,2
TEMP000752,12,16,4,6,15,4
TEMP000753,19,16,3,11,14,2
TEMP000754,12,17,4,10,13,2
TEMP000755,18,11,5,4,17,4
TEMP000756,18,17,1,11,16,2
TEMP000757,13,19,4,14,13,1
TEMP000758,15,16,5,12,13,3
TEMP000759,19,10,4,9,13,5
TEMP000760,16,16,1,5,19,3
TEMP000761,16,10,4,5,19,2
TEMP000762,17,14,2,8,16,3
TEMP000763,13,10,5,6,16,4
TEMP000764,15,12,5,16,11,3
TEMP000765,11,10,4,9,14,4
TEMP000766,10,13,3,8,17,4
TEMP000767,15,6,3,4,21,3
TEMP000768,20,19,1,10,14,2
TEMP000769,16,11,8,4,16,2
TEMP000770,24,13,4,7,17,0
TEMP000771,17,12,1,9,13,4
TEMP000772,14,18,2,8,16,2
TEMP000773,15,11,5,8,13,2
TEMP000774,13,13,5,10,15,2
TEMP000775,11,7,6,6,18,3
TEMP000776,15,12,5,12,11,2
TEMP000777,15,12,1,6,14,4
TEMP000778,15,14,3,10,12,2
TEMP000779,12,15,4,5,16,4
TEMP000780,9,7,5,9,15,3
TEMP000781,15,14,4,9,15,0
TEMP000782,12,10,6,11,16,1
TEMP000783,18,7,4,9,12,4
TEMP000784,16,12,2,5,17,3
TEMP000785,16,11,3,5,16,3
TEMP000786,16,11,3,7,16,3
TEMP000787,11,15,3,9,15,1
TEMP000788,11,11,2,12,9,5
TEMP000789,18,12,2,8,17,2
TEMP000790,9,10,5,10,14,3
TEMP000791,9,13,4,9,15,1
TEMP000792,12,13,2,10,15,4
TEMP000793,12,15,4,11,15,3
TEMP000794,12,11,5,2,19,3
TEMP000795,11,5,8,8,16,1
TEMP000796,22,11,3,11,10,3
TEMP000797,12,8,4,4,18,2
TEMP000798,8,11,2,4,16,6
TEMP000799,11,9,6,5,18,2
TEMP000800,15,13,5,13,15,1
TEMP000801,8,14,3,11,15,2
TEMP000802,13,8,4,9,17,1
TEMP000803,19,9,4,13,12,2
TEMP000804,11,9,5,9,17,2
TEMP000805,4,10,5,8,14,3
TEMP000806,15,11,6,7,13,3
TEMP000807,13,9,3,8,16,2
TEMP000808,16,15,4,4,16,1
TEMP000809,13,9,6,8,15,2
TEMP000810,10,9,4,4,16,5
TEMP000811,12,9,8,9,14,1
TEMP000812,13,12,4,7,13,4
TEMP000813,9,13,4,7,15,3
TEMP000814,10,11,3,7,16,2
TEMP000815,19,21,2,7,14,0
TEMP000816,17,11,3,9,13,2
TEMP000817,10,12,5,2,19,3
TEMP000818,12,9,3,8,18,1
TEMP000819,14,16,1,7,14,4
TEMP000820,10,9,6,5,15,2
TEMP000821,17,16,2,7,12,5
TEMP000822,8,14,3,8,12,4
TEMP000823,6,14,5,11,15,2
TEMP000824,12,12,7,8,11,4
TEMP000825,19,9,5,13,9,3
TEMP000826,16,13,3,5,18,2
TEMP000827,9,12,3,7,17,2
TEMP000828,11,14,4,3,18,1
TEMP000829,16,18,4,4,17,0
TEMP000830,15,11,3,8,14,3
TEMP000831,13,10,6,5,17,3
TEMP000832,15,16,0,6,15,3
TEMP000833,14,12,4,8,14,3
TEMP000834,16,9,3,8,17,1
TEMP000835,9,14,2,7,18,2
TEMP000836,6,8,3,6,17,3
TEMP000837,9,9,2,5,11,2
TEMP000838,11,8,3,4,11,1
TEMP000839,9,10,2,6,9,3
TEMP000840,11,12,0,5,11,0
TEMP000841,10,2,4,3,13,0
TEMP000842,9,10,2,3,12,1
TEMP000843,15,9,2,2,8,3
TEMP000844,4,11,2,5,10,1
TEMP000845,7,4,0,7,13,1
TEMP000846,9,9,2,9,6,2
TEMP000847,7,12,4,6,10,1
TEMP000848,14,8,4,6,7,1
TEMP000849,8,3,1,4,13,2
TEMP000850,8,8,1,4,12,1
TEMP000851,11,7,2,5,12,0
TEMP000852,6,7,1,8,6,4
TEMP000853,6,10,2,8,5,3
TEMP000854,11,4,2,7,8,3
TEMP000855,7,4,5,3,11,1
TEMP000856,12,6,2,2,7,5
TEMP000857,8,6,3,9,8,1
TEMP000858,11,5,5,6,10,1
TEMP000859,8,9,3,6,10,0
TEMP000860,13,15,1,7,8,2
TEMP000861,12,7,2,4,11,1
TEMP000862,8,9,2,5,11,0
TEMP000863,12,7,2,8,9,0
TEMP000864,6,5,2,5,8,4
TEMP000865,8,5,2,4,11,2
TEMP000866,18,12,6,7,20,2
TEMP000867,8,8,4,4,11,0
TEMP000868,2,7,2,5,13,1
TEMP000869,19,7,2,10,7,0
TEMP000870,8,8,3,4,10,1
TEMP000871,10,8,5,5,9,0
TEMP000872,15,9,1,7,8,3
TEMP000873,7,6,3,4,11,1
TEMP000874,5,7,3,2,12,2
TEMP000875,9,6,3,7,8,3
TEMP000876,5,10,3,5,7,3
TEMP000877,14,7,2,3,13,2
TEMP000878,12,10,1,4,9,2
TEMP000879,9,10,3,5,10,1
TEMP000880,7,5,2,8,9,3
TEMP000881,11,6,3,3,12,1
TEMP000882,11,7,3,4,12,2
TEMP000883,11,5,3,4,10,2
TEMP000884,4,8,3,1,12,3
TEMP000885,4,7,1,5,11,2
TEMP000886,7,7,4,4,13,0
TEMP000887,12,13,1,7,7,1
TEMP000888,10,7,3,8,10,1
TEMP000889,8,5,2,11,8,1
TEMP000890,9,14,1,6,11,1
TEMP000891,9,8,1,4,10,3
TEMP000892,11,8,3,6,10,2
TEMP000893,8,5,3,3,12,2
TEMP000894,7,11,2,4,9,3
TEMP000895,7,7,3,4,12,1
TEMP000896,6,6,5,3,12,1
TEMP000897,8,8,2,5,11,2
TEMP000898,5,8,2,5,15,0
TEMP000899,10,12,0,9,9,2
TEMP000900,12,6,1,5,6,5
TEMP000901,13,10,2,4,10,2
TEMP000902,7,9,2,5,12,1
TEMP000903,14,10,1,4,9,2
TEMP000904,17,9,1,4,11,2
TEMP000905,5,6,5,5,11,1
TEMP000906,4,3,1,5,10,4
TEMP000907,6,3,6,7,7,3
TEMP000908,13,9,3,4,10,1
TEMP000909,12,7,1,3,15,0
TEMP000910,11,7,1,3,14,2
TEMP000911,12,6,3,5,11,0
TEMP000912,11,11,5,1,11,0
TEMP000913,5,9,1,6,9,2
TEMP000914,9,8,3,3,10,3
TEMP000915,12,6,2,3,9,4
TEMP000916,4,12,2,3,9,3
TEMP000917,10,10,0,4,10,2
TEMP000918,4,9,2,7,10,2
TEMP000919,9,16,0,6,9,1
TEMP000920,6,5,4,11,8,1
TEMP000921,2,3,5,3,12,1
TEMP000922,3,6,8,4,13,0
TEMP000923,14,11,1,1,13,1
TEMP000924,9,8,1,6,12,0
TEMP000925,9,7,3,3,13,1
TEMP000926,7,8,5,5,8,2
TEMP000927,6,5,5,7,8,1
TEMP000928,4,9,3,3,12,3
TEMP000929,45,26,12,16,37,4
TEMP000930,37,26,14,13,41,5
TEMP000931,35,22,10,22,37,9
TEMP000932,36,27,6,11,45,6
TEMP000933,35,29,6,19,41,3
TEMP000934,23,30,13,14,42,6
TEMP000935,33,34,7,12,38,7
TEMP000936,41,23,14,20,38,3
TEMP000937,39,27,10,19,35,8
TEMP000938,31,32,10,10,46,6
TEMP000939,31,25,13,11,45,7
TEMP000940,35,34,7,22,43,5
TEMP000941,34,23,12,24,37,5
TEMP000942,39,34,8,18,35,4
TEMP000943,39,33,13,19,38,4
TEMP000944,33,33,8,21,37,7
TEMP000945,32,30,10,24,36,7
TEMP000946,30,22,10,11,45,5
TEMP000947,23,22,9,21,37,7
TEMP000948,31,36,8,20,38,7
TEMP000949,21,32,11,14,39,7
TEMP000950,38,29,11,16,37,8
TEMP000951,37,23,9,17,37,11
TEMP000952,35,35,7,19,34,7
TEMP000953,18,27,12,12,42,6
TEMP000954,27,20,14,21,37,4
TEMP000955,26,33,10,20,37,9
TEMP000956,35,32,7,12,41,5
TEMP000957,25,28,11,21,36,8
TEMP000958,26,28,9,22,43,6
TEMP000959,25,25,10,13,43,7
TEMP000960,26,31,7,25,39,3
TEMP000961,28,34,11,15,38,7
TEMP000962,32,28,9,20,35,7
TEMP000963,33,38,4,19,40,6
TEMP000964,40,21,9,16,38,9
TEMP000965,34,23,5,14,42,7
TEMP000966,32,32,11,12,38,7
TEMP000967,38,31,8,16,36,5
TEMP000968,39,36,9,20,34,7
TEMP000969,34,33,6,22,33,8
TEMP000970,27,33,8,22,38,8
TEMP000971,30,31,7,20,36,7
TEMP000972,42,30,9,22,36,6
TEMP000973,24,30,11,19,34,10
TEMP000974,34,25,7,18,44,7
TEMP000975,31,24,11,22,45,3
TEMP000976,31,27,8,21,38,4
TEMP000977,31,38,5,19,35,8
TEMP000978,30,34,7,22,36,3
TEMP000979,30,30,9,15,42,6
TEMP000980,31,22,9,17,42,5
TEMP000981,29,24,12,20,35,8
TEMP000982,50,25,9,21,38,6
TEMP000983,29,23,12,25,36,7
TEMP000984,22,32,6,27,30,11
TEMP000985,31,25,8,15,42,5
TEMP000986,46,37,6,17,37,5
TEMP000987,22,30,9,18,41,5
TEMP000988,40,25,9,15,41,5
TEMP000989,31,28,8,18,37,6
TEMP000990,37,27,5,14,41,6
TEMP000991,32,27,12,21,38,6
TEMP000992,33,21,9,18,39,7
TEMP000993,35,33,10,18,31,10
TEMP000994,27,26,8,18,39,6
TEMP000995,46,23,11,17,36,7
TEMP000996,37,22,8,16,37,9
TEMP000997,38,33,12,23,37,3
TEMP000998,35,27,12,19,36,6
TEMP000999,35,29,11,23,34,8
TEMP001000,36,32,8,19,36,5
TEMP001001,23,26,11,20,39,10
TEMP001002,34,29,8,23,36,7
TEMP001003,33,35,9,23,35,6
TEMP001004,34,24,8,17,38,7
TEMP001005,47,27,8,21,38,2
TEMP001006,34,28,12,12,42,8
TEMP001007,42,24,6,15,43,4
TEMP001008,28,16,9,15,38,12
TEMP001009,39,23,8,21,37,8
TEMP001010,33,28,13,16,39,4
TEMP001011,32,29,6,18,40,7
TEMP001012,33,35,11,20,34,5
TEMP001013,42,27,10,17,44,2
TEMP001014,25,18,14,17,40,9
TEMP001015,46,22,12,21,34,6
TEMP001016,38,31,12,19,32,12
TEMP001017,36,33,9,19,41,7
TEMP001018,35,33,5,19,37,9
TEMP001019,31,27,10,16,42,7
TEMP001020,31,22,13,20,36,5
TEMP001021,39,31,9,25,34,5
TEMP001022,38,35,6,16,37,5
TEMP001023,34,27,10,14,46,3
TEMP001024,44,26,8,19,34,7
TEMP001025,31,29,13,15,41,7
TEMP001026,35,23,12,18,39,7
TEMP001027,34,32,10,24,33,6
TEMP001028,25,29,11,13,45,5
TEMP001029,33,28,7,16,39,10
TEMP001030,32,25,11,22,33,8
TEMP001031,34,25,12,22,31,9
TEMP001032,32,40,5,21,32,7
TEMP001033,25,37,11,12,41,6
TEMP001034,32,33,9,27,30,8
TEMP001035,35,33,5,16,37,6
TEMP001036,40,30,12,18,37,5
TEMP001037,32,26,5,20,35,10
TEMP001038,36,22,10,18,41,7
TEMP001039,31,29,13,14,43,6
TEMP001040,41,27,12,18,44,2
TEMP001041,14,16,2,13,13,3
TEMP001042,13,11,7,7,16,3
TEMP001043,14,12,6,6,14,3
TEMP001044,9,9,6,12,14,3
TEMP001045,12,12,4,7,19,2
TEMP001046,7,18,2,7,17,3
TEMP001047,9,11,4,9,16,5
TEMP001048,18,17,4,6,15,7
TEMP001049,19,10,5,5,18,3
TEMP001050,24,12,1,4,19,3
TEMP001051,22,12,4,8,15,2
TEMP001052,14,11,3,7,16,5
TEMP001053,14,13,4,9,17,0
TEMP001054,14,11,4,8,12,5
TEMP001055,13,7,5,8,15,4
TEMP001056,9,14,5,11,16,4
TEMP001057,15,9,5,7,18,1
TEMP001058,10,8,8,12,10,4
TEMP001059,14,9,9,11,16,3
TEMP001060,12,8,6,9,18,2
TEMP001061,17,14,4,6,18,4
TEMP001062,15,19,3,7,16,1
TEMP001063,17,6,6,8,16,3
TEMP001064,13,8,5,9,16,4
TEMP001065,15,16,5,7,13,6
TEMP001066,15,13,6,8,16,4
TEMP001067,13,12,5,9,14,3
TEMP001068,17,11,5,11,15,2
TEMP001069,10,13,5,7,17,2
TEMP001070,8,14,7,10,13,3
TEMP001071,15,15,3,9,13,3
TEMP001072,14,15,1,4,15,7
TEMP001073,17,11,5,8,16,1
TEMP001074,10,16,3,5,12,9
TEMP001075,12,12,3,7,17,3
TEMP001076,19,11,4,10,20,1
TEMP001077,17,18,3,13,13,1
TEMP001078,10,8,6,8,16,2
TEMP001079,12,15,3,7,18,1
TEMP001080,9,10,5,6,17,6
TEMP001081,14,8,5,9,13,5
TEMP001082,16,12,4,11,12,2
TEMP001083,16,9,3,11,14,2
TEMP001084,17,9,6,15,12,2
TEMP001085,9,8,3,6,18,4
TEMP001086,12,13,4,5,19,0
TEMP001087,17,12,4,5,18,2
TEMP001088,17,10,2,8,15,2
TEMP001089,12,13,6,10,11,3
TEMP001090,9,10,2,10,18,1
TEMP001091,10,12,3,5,16,5
TEMP001092,9,8,6,9,15,2
TEMP001093,12,5,6,8,19,0
TEMP001094,14,17,1,11,14,1
TEMP001095,10,8,2,12,17,1
TEMP001096,13,9,6,5,16,1
TEMP001097,10,8,3,8,12,5
TEMP001098,15,15,5,2,16,2
TEMP001099,22,11,2,7,19,1
TEMP001100,20,13,2,9,16,1
TEMP001101,13,12,2,5,17,2
TEMP001102,16,11,5,5,12,4
TEMP001103,21,12,3,5,15,4
TEMP001104,22,10,6,9,9,5
TEMP001105,14,13,1,5,19,3
TEMP001106,12,10,2,6,17,3
TEMP001107,9,12,5,5,15,4
TEMP001108,12,15,5,5,15,1
TEMP001109,8,12,4,7,16,4
TEMP001110,11,14,2,11,15,2
TEMP001111,18,5,4,4,18,3
TEMP001112,15,16,3,7,14,2
TEMP001113,15,15,2,8,15,3
TEMP001114,17,7,2,9,14,4
TEMP001115,20,10,3,9,16,0
TEMP001116,7,9,4,9,15,4
TEMP001117,10,8,5,9,16,3
TEMP001118,3,14,7,7,15,2
TEMP001119,4,12,4,13,12,4
TEMP001120,12,12,4,8,17,2
TEMP001121,10,13,3,9,16,2
TEMP001122,12,8,6,8,13,5
TEMP001123,10,13,1,7,14,5
TEMP001124,19,13,2,9,15,1
TEMP001125,19,8,5,11,12,2
TEMP001126,14,17,3,5,10,5
TEMP001127,8,10,6,8,14,3
TEMP001128,19,11,2,11,16,1
TEMP001129,13,13,2,7,14,3
TEMP001130,21,5,4,8,13,5
TEMP001131,20,6,5,11,13,3
TEMP001132,11,13,4,12,14,1
TEMP001133,9,13,4,8,15,1
TEMP001134,9,12,5,7,16,3
TEMP001135,12,10,3,6,16,2
TEMP001136,15,11,5,5,13,4
TEMP001137,18,17,3,10,13,1
TEMP001138,13,14,3,9,14,1
TEMP001139,18,11,2,7,16,2
TEMP001140,12,11,3,8,17,3
TEMP001141,15,12,3,9,17,0
TEMP001142,13,12,4,5,20,3
TEMP001143,11,10,4,8,15,2
TEMP001144,26,9,5,3,18,1
TEMP001145,20,12,4,9,17,1
TEMP001146,18,11,3,8,12,4
TEMP001147,22,10,1,7,15,4
TEMP001148,15,10,4,12,13,2
TEMP001149,18,13,3,11,11,2
TEMP001150,12,19,2,8,16,3
TEMP001151,13,10,3,7,14,4
TEMP001152,12,10,3,3,18,2
TEMP001153,12,8,6,7,16,3
TEMP001154,8,20,3,11,12,1
TEMP001155,15,13,5,8,12,2
TEMP001156,10,6,4,1,9,3
TEMP001157,11,11,1,8,9,0
TEMP001158,5,5,2,7,9,3
TEMP001159,10,4,4,8,8,1
TEMP001160,13,15,2,6,8,2
TEMP001161,3,4,5,2,11,3
TEMP001162,8,9,1,6,12,0
TEMP001163,11,9,3,6,11,0
TEMP001164,9,6,5,4,11,0
TEMP001165,9,10,1,5,14,0
TEMP001166,10,8,6,8,8,0
TEMP001167,10,14,1,4,11,1
TEMP001168,8,5,4,2,14,2
TEMP001169,7,6,3,1,11,3
TEMP001170,8,12,2,9,5,4
TEMP001171,9,7,5,2,11,1
TEMP001172,11,8,3,9,8,0
TEMP001173,5,7,3,9,6,4
TEMP001174,9,6,1,5,10,3
TEMP001175,15,9,2,5,7,2
TEMP001176,7,6,2,8,11,2
TEMP001177,11,10,3,4,9,1
TEMP001178,6,7,2,3,11,2
TEMP001179,13,8,4,2,11,0
TEMP001180,10,7,0,11,9,1
TEMP001181,11,8,2,3,11,1
TEMP001182,12,8,3,2,11,4
TEMP001183,9,5,3,8,10,0
TEMP001184,9,9,2,5,11,0
TEMP001185,10,10,4,8,6,2
TEMP001186,7,10,4,5,12,0
TEMP001187,5,7,3,4,10,3
TEMP001188,6,8,3,2,11,4
TEMP001189,12,8,3,9,8,2
TEMP001190,6,4,2,3,14,1
TEMP001191,7,10,2,4,10,1
TEMP001192,11,11,3,8,6,1
TEMP001193,16,6,0,2,12,2
TEMP001194,8,8,4,6,8,2
TEMP001195,7,6,1,5,14,2
TEMP001196,11,9,2,1,12,1
TEMP001197,7,8,4,3,8,3
TEMP001198,5,11,2,7,8,3
TEMP001199,5,11,2,5,11,1
TEMP001200,7,5,4,4,11,2
TEMP001201,8,5,1,5,10,4
TEMP001202,6,8,4,3,11,1
TEMP001203,6,5,4,7,10,1
TEMP001204,7,8,4,4,12,0
TEMP001205,6,6,1,4,12,3
TEMP001206,7,6,2,7,9,3
TEMP001207,14,7,1,3,12,2
TEMP001208,9,11,2,7,9,0
TEMP001209,14,7,3,5,9,1
TEMP001210,9,6,2,6,7,4
TEMP001211,4,4,6,8,9,2
TEMP001212,7,6,4,6,11,1
TEMP001213,8,12,2,4,10,2
TEMP001214,12,13,1,4,8,2
TEMP001215,11,10,5,4,7,3
TEMP001216,14,5,3,6,9,1
TEMP001217,4,9,7,3,9,2
TEMP001218,2,6,4,3,13,1
TEMP001219,9,8,2,9,11,0
TEMP001220,9,7,1,7,11,2
TEMP001221,5,3,4,5,10,2
TEMP001222,10,8,3,6,11,0
TEMP001223,9,6,3,8,11,0
TEMP001224,9,8,2,7,12,0
TEMP001225,18,8,3,6,7,1
TEMP001226,8,6,4,4,11,1
TEMP001227,8,6,3,10,9,2
TEMP001228,8,6,3,4,14,1
TEMP001229,14,12,3,5,6,2
TEMP001230,13,7,3,6,13,0
TEMP001231,17,11,1,7,8,2
TEMP001232,4,7,3,5,8,4
TEMP001233,5,4,5,5,11,1
TEMP001234,7,14,1,7,11,1
TEMP001235,11,5,2,2,14,3
TEMP001236,17,13,1,4,7,2
TEMP001237,11,8,1,2,11,2
TEMP001238,6,8,2,10,9,1
TEMP001239,14,11,2,5,9,1
TEMP001240,8,10,2,7,10,1
TEMP001241,10,9,3,7,7,1
TEMP001242,14,9,1,4,9,2
TEMP001243,5,12,1,5,10,3
TEMP001244,8,12,4,2,12,1
TEMP001245,9,8,5,4,11,1
TEMP001246,5,6,6,4,11,1
TEMP001247,7,9,4,3,8,4
TEMP001248,9,14,2,7,6,2
TEMP001249,9,6,2,6,9,2
TEMP001250,6,7,3,5,11,1
TEMP001251,6,11,2,5,8,2
TEMP001252,7,7,2,6,11,2
TEMP001253,12,9,2,7,11,0
TEMP001254,8,10,3,4,11,0
TEMP001255,29,23,11,20,35,8
TEMP001256,37,38,8,21,37,8
TEMP001257,35,28,8,8,44,7
TEMP001258,32,29,7,14,43,6
TEMP001259,33,40,9,20,33,6
TEMP001260,37,29,8,18,38,4
TEMP001261,42,27,7,14,39,6
TEMP001262,34,40,11,14,40,5
TEMP001263,43,26,10,18,35,8
TEMP001264,25,24,12,16,38,10
TEMP001265,34,23,12,18,34,10
TEMP001266,29,30,11,13,38,6
TEMP001267,30,25,14,18,40,6
TEMP001268,27,31,8,16,37,10
TEMP001269,32,26,13,16,34,7
TEMP001270,35,27,12,20,34,6
TEMP001271,37,35,9,18,37,7
TEMP001272,32,26,11,21,38,7
TEMP001273,26,32,8,16,41,6
TEMP001274,36,28,8,24,33,5
TEMP001275,36,25,12,17,39,5
TEMP001276,29,28,9,18,43,5
TEMP001277,38,32,9,25,35,2
TEMP001278,28,35,7,20,36,5
TEMP001279,27,32,10,18,34,8
TEMP001280,29,29,8,17,39,9
TEMP001281,42,32,8,23,35,4
TEMP001282,35,24,7,11,44,10
TEMP001283,33,34,11,18,33,9
TEMP001284,37,27,10,15,45,6
TEMP001285,42,30,9,26,32,8
TEMP001286,40,20,7,21,32,9
TEMP001287,47,34,7,18,41,3
TEMP001288,28,31,9,22,41,2
TEMP001289,40,28,10,22,38,7
TEMP001290,23,33,12,23,36,4
TEMP001291,32,25,6,17,32,11
TEMP001292,29,34,7,16,39,8
TEMP001293,32,32,11,14,41,4
TEMP001294,27,29,13,18,40,5
TEMP001295,28,25,14,15,44,3
TEMP001296,34,31,8,13,44,4
TEMP001297,33,32,11,17,34,5
TEMP001298,39,26,12,19,37,7
TEMP001299,30,25,9,29,36,4
TEMP001300,33,26,10,16,40,7
TEMP001301,38,28,9,30,33,4
TEMP001302,34,22,15,13,39,10
TEMP001303,32,31,10,17,44,5
TEMP001304,25,28,11,19,43,6
TEMP001305,44,31,7,20,35,8
TEMP001306,28,26,15,28,37,3
TEMP001307,25,29,8,24,35,6
TEMP001308,24,36,8,24,34,10
TEMP001309,36,28,13,22,34,3
TEMP001310,29,24,13,14,41,7
TEMP001311,36,25,5,16,41,10
TEMP001312,32,24,11,14,45,5
TEMP001313,36,29,6,13,39,9
TEMP001314,40,23,15,19,47,7
TEMP001315,27,20,12,19,35,8
TEMP001316,38,31,11,20,36,5
TEMP001317,30,30,11,18,38,7
TEMP001318,28,35,11,19,40,4
TEMP001319,41,34,9,21,41,2
TEMP001320,35,28,10,13,34,12
TEMP001321,31,20,10,19,42,7
TEMP001322,19,23,11,21,38,8
TEMP001323,48,26,8,16,39,6
TEMP001324,45,27,9,10,39,7
TEMP001325,39,29,8,20,37,5
TEMP001326,33,29,7,21,32,12
TEMP001327,48,26,8,17,41,2
TEMP001328,41,18,12,16,41,6
TEMP001329,23,29,13,17,40,8
TEMP001330,24,31,14,25,35,5
TEMP001331,15,18,7,16,22,5
TEMP001332,36,28,10,20,34,5
TEMP001333,37,26,10,24,36,6
TEMP001334,29,28,12,29,36,3
TEMP001335,36,20,16,25,27,11
TEMP001336,41,38,9,19,33,3
TEMP001337,34,26,9,20,37,9
TEMP001338,12,15,4,6,11,6
TEMP001339,13,10,4,9,16,2
TEMP001340,17,11,5,7,20,0
TEMP001341,24,5,2,13,13,4
TEMP001342,12,16,7,14,9,3
TEMP001343,9,13,6,7,19,2
TEMP001344,5,10,7,8,15,4
TEMP001345,15,12,4,14,14,1
TEMP001346,16,13,4,14,11,3
TEMP001347,13,10,5,7,18,2
TEMP001348,13,14,3,4,20,3
TEMP001349,12,17,5,9,12,4
TEMP001350,16,11,5,12,12,3
TEMP001351,16,16,2,6,19,4
TEMP001352,14,8,6,8,21,3
TEMP001353,27,11,5,12,13,0
TEMP001354,11,10,5,7,19,2
TEMP001355,17,11,2,12,16,2
TEMP001356,7,19,4,6,17,3
TEMP001357,11,17,3,6,21,0
TEMP001358,19,13,7,9,20,0
TEMP001359,15,17,2,7,16,2
TEMP001360,9,11,4,10,19,3
TEMP001361,11,12,5,10,19,1
TEMP001362,9,9,7,6,18,2
TEMP001363,17,12,5,4,20,3
TEMP001364,6,11,3,7,16,5
TEMP001365,20,11,4,9,18,2
TEMP001366,21,10,4,8,16,2
TEMP001367,16,13,2,4,19,2
TEMP001368,13,9,5,9,12,7
TEMP001369,13,13,5,8,15,3
TEMP001370,11,15,4,8,16,4
TEMP001371,11,11,3,10,16,3
TEMP001372,10,11,6,9,17,3
TEMP001373,14,14,5,9,12,3
TEMP001374,15,14,4,8,14,5
TEMP001375,13,9,8,7,18,2
TEMP001376,7,6,5,9,18,5
TEMP001377,8,7,6,4,18,3
TEMP001378,15,14,3,10,15,0
TEMP001379,11,11,3,4,20,3
TEMP001380,19,16,3,9,14,0
TEMP001381,13,10,3,7,19,0
TEMP001382,9,12,1,7,17,2
TEMP001383,17,15,5,8,14,2
TEMP001384,13,11,4,10,14,3
TEMP001385,18,11,3,7,16,3
TEMP001386,16,8,7,8,11,4
TEMP001387,13,13,5,8,16,0
TEMP001388,19,9,2,6,14,4
TEMP001389,14,11,6,7,17,1
TEMP001390,11,14,3,5,20,2
TEMP001391,15,10,3,9,15,1
TEMP001392,13,7,3,10,13,5
TEMP001393,12,11,4,8,14,3
TEMP001394,12,10,2,7,17,2
TEMP001395,9,12,6,12,16,3
TEMP001396,13,13,2,10,14,5
TEMP001397,13,10,4,11,14,4
TEMP001398,11,14,4,10,12,2
TEMP001399,15,12,3,6,16,3
TEMP001400,9,17,5,7,15,0
TEMP001401,12,11,2,8,15,3
TEMP001402,8,6,8,3,17,3
TEMP001403,15,14,4,8,14,2
TEMP001404,17,14,5,7,12,3
TEMP001405,10,9,5,6,16,3
TEMP001406,10,12,5,4,19,1
TEMP001407,21,16,3,5,16,3
TEMP001408,7,12,4,8,15,5
TEMP001409,13,10,4,6,18,2
TEMP001410,8,13,6,6,17,1
TEMP001411,13,5,6,8,16,2
TEMP001412,12,13,4,11,15,0
TEMP001413,11,4,8,12,13,3
TEMP001414,18,12,5,14,11,1
TEMP001415,17,11,4,9,14,1
TEMP001416,10,7,8,5,18,2
TEMP001417,19,17,2,7,16,2
TEMP001418,16,17,3,5,16,2
TEMP001419,13,9,3,12,15,1
TEMP001420,10,9,5,17,13,0
TEMP001421,17,13,3,9,14,2
TEMP001422,6,7,6,6,16,4
TEMP001423,18,7,5,11,10,5
TEMP001424,13,13,2,6,17,1
TEMP001425,12,10,4,11,10,5
TEMP001426,13,15,3,5,23,0
TEMP001427,18,17,3,10,12,1
TEMP001428,19,10,3,10,15,0
TEMP001429,14,10,3,6,14,5
TEMP001430,9,11,3,4,21,1
TEMP001431,14,13,3,5,14,5
TEMP001432,8,15,2,6,14,4
TEMP001433,11,15,2,11,16,0
TEMP001434,10,16,2,7,13,4
TEMP001435,6,5,3,11,16,4
TEMP001436,10,8,5,7,17,3
TEMP001437,8,5,1,5,9,3
TEMP001438,4,9,4,6,11,2
TEMP001439,6,8,4,3,8,3
TEMP001440,10,8,2,4,7,4
TEMP001441,7,7,2,8,8,2
TEMP001442,12,5,4,3,8,4
TEMP001443,12,7,3,4,11,0
TEMP001444,4,7,4,4,12,1
TEMP001445,10,7,3,6,11,0
TEMP001446,8,14,3,3,7,3
TEMP001447,11,4,7,6,9,1
TEMP001448,10,8,5,6,11,1
TEMP001449,7,6,1,5,14,2
TEMP001450,15,11,6,10,16,3
TEMP001451,5,3,4,7,9,1
TEMP001452,14,7,2,4,10,2
TEMP001453,10,8,3,6,10,0
TEMP001454,7,8,0,7,10,2
TEMP001455,5,4,3,4,10,5
TEMP001456,7,5,2,3,13,2
TEMP001457,9,7,2,1,10,3
TEMP001458,9,8,3,5,12,0
TEMP001459,5,5,5,2,10,3
TEMP001460,6,9,1,2,13,2
TEMP001461,13,10,2,3,7,3
TEMP001462,7,8,1,4,10,4
TEMP001463,5,6,3,3,10,4
TEMP001464,8,8,2,6,9,2
TEMP001465,4,5,4,7,12,0
