geo_unit,Adults with children,Adults only
TEMP000931,50.0,37.0
TEMP000932,47.0,42.0
TEMP000933,46.0,45.0
TEMP000934,46.0,45.0
TEMP000935,43.0,52.0
TEMP000936,44.0,49.0
TEMP000937,46.0,46.0
TEMP000938,47.0,43.0
TEMP000939,48.0,40.0
TEMP000940,51.0,34.0
TEMP000941,48.0,41.0
TEMP000942,42.0,55.0
TEMP000943,44.0,49.0
TEMP000944,48.0,41.0
TEMP000945,48.0,40.0
TEMP000946,46.0,45.0
TEMP000947,48.0,41.0
TEMP000948,48.0,41.0
TEMP000949,45.0,48.0
TEMP000950,45.0,48.0
TEMP000951,48.0,41.0
TEMP000952,44.0,50.0
TEMP000953,46.0,46.0
TEMP000954,45.0,48.0
TEMP000955,48.0,40.0
TEMP000956,44.0,50.0
TEMP000957,48.0,41.0
TEMP000958,52.0,31.0
TEMP000959,47.0,43.0
TEMP000960,48.0,40.0
TEMP000961,44.0,49.0
TEMP000962,46.0,46.0
TEMP000963,48.0,41.0
TEMP000964,47.0,43.0
TEMP000965,48.0,41.0
TEMP000966,43.0,53.0
TEMP000967,42.0,54.0
TEMP000968,45.0,48.0
TEMP000969,46.0,46.0
TEMP000970,49.0,38.0
TEMP000971,46.0,45.0
TEMP000972,46.0,45.0
TEMP000973,47.0,44.0
TEMP000974,52.0,32.0
TEMP000975,51.0,33.0
TEMP000976,46.0,45.0
TEMP000977,45.0,47.0
TEMP000978,44.0,50.0
TEMP000979,47.0,43.0
TEMP000980,48.0,41.0
TEMP000981,46.0,45.0
TEMP000982,47.0,43.0
TEMP000983,49.0,38.0
TEMP000984,49.0,38.0
TEMP000985,47.0,44.0
TEMP000986,43.0,52.0
TEMP000987,48.0,41.0
TEMP000988,46.0,46.0
TEMP000989,45.0,47.0
TEMP000990,46.0,45.0
TEMP000991,47.0,42.0
TEMP000992,47.0,43.0
TEMP000993,43.0,52.0
TEMP000994,47.0,44.0
TEMP000995,44.0,49.0
TEMP000996,46.0,45.0
TEMP000997,46.0,46.0
TEMP000998,45.0,48.0
TEMP000999,47.0,42.0
TEMP001000,44.0,50.0
TEMP001001,51.0,34.0
TEMP001002,48.0,40.0
TEMP001003,46.0,45.0
TEMP001004,46.0,46.0
TEMP001005,45.0,48.0
TEMP001006,47.0,44.0
TEMP001007,46.0,45.0
TEMP001008,48.0,40.0
TEMP001009,48.0,40.0
TEMP001010,44.0,51.0
TEMP001011,48.0,41.0
TEMP001012,43.0,53.0
TEMP001013,47.0,44.0
TEMP001014,49.0,38.0
TEMP001015,44.0,50.0
TEMP001016,47.0,44.0
TEMP001017,50.0,37.0
TEMP001018,48.0,41.0
TEMP001019,48.0,40.0
TEMP001020,45.0,48.0
TEMP001021,46.0,46.0
TEMP001022,43.0,52.0
TEMP001023,48.0,41.0
TEMP001024,44.0,50.0
TEMP001025,47.0,43.0
TEMP001026,47.0,43.0
TEMP001027,46.0,46.0
TEMP001028,48.0,41.0
TEMP001029,49.0,39.0
TEMP001030,46.0,45.0
TEMP001031,45.0,47.0
TEMP001032,43.0,52.0
TEMP001033,45.0,48.0
TEMP001034,46.0,45.0
TEMP001035,44.0,50.0
TEMP001036,44.0,49.0
TEMP001037,47.0,42.0
TEMP001038,49.0,38.0
TEMP001039,48.0,41.0
TEMP001040,47.0,42.0
TEMP001041,20.0,19.0
TEMP001042,19.0,22.0
TEMP001043,17.0,27.0
TEMP001044,21.0,17.0
TEMP001045,21.0,17.0
TEMP001046,20.0,19.0
TEMP001047,22.0,14.0
TEMP001048,21.0,17.0
TEMP001049,20.0,20.0
TEMP001050,20.0,20.0
TEMP001051,18.0,23.0
TEMP001052,20.0,18.0
TEMP001053,19.0,22.0
TEMP001054,18.0,24.0
TEMP001055,20.0,19.0
TEMP001056,22.0,14.0
TEMP001057,19.0,21.0
TEMP001058,18.0,23.0
TEMP001059,21.0,16.0
TEMP001060,21.0,16.0
TEMP001061,21.0,17.0
TEMP001062,17.0,25.0
TEMP001063,20.0,20.0
TEMP001064,21.0,16.0
TEMP001065,19.0,22.0
TEMP001066,20.0,19.0
TEMP001067,18.0,23.0
TEMP001068,20.0,19.0
TEMP001069,19.0,21.0
TEMP001070,19.0,22.0
TEMP001071,18.0,23.0
TEMP001072,20.0,19.0
TEMP001073,18.0,23.0
TEMP001074,20.0,19.0
TEMP001075,20.0,19.0
TEMP001076,22.0,14.0
TEMP001077,19.0,22.0
TEMP001078,19.0,21.0
TEMP001079,19.0,22.0
TEMP001080,22.0,15.0
TEMP001081,19.0,21.0
TEMP001082,17.0,21.0
TEMP001083,19.0,16.0
TEMP001084,20.0,15.0
TEMP001085,21.0,12.0
TEMP001086,18.0,19.0
TEMP001087,19.0,17.0
TEMP001088,18.0,19.0
TEMP001089,17.0,21.0
TEMP001090,21.0,12.0
TEMP001091,20.0,15.0
TEMP001092,19.0,17.0
TEMP001093,19.0,16.0
TEMP001094,19.0,17.0
TEMP001095,21.0,11.0
TEMP001096,16.0,23.0
TEMP001097,18.0,19.0
TEMP001098,15.0,25.0
TEMP001099,20.0,15.0
TEMP001100,19.0,17.0
TEMP001101,18.0,19.0
TEMP001102,16.0,24.0
TEMP001103,18.0,19.0
TEMP001104,17.0,22.0
TEMP001105,21.0,13.0
TEMP001106,19.0,16.0
TEMP001107,18.0,19.0
TEMP001108,15.0,25.0
TEMP001109,20.0,15.0
TEMP001110,20.0,15.0
TEMP001111,19.0,17.0
TEMP001112,16.0,23.0
TEMP001113,19.0,16.0
TEMP001114,19.0,16.0
TEMP001115,18.0,19.0
TEMP001116,20.0,14.0
TEMP001117,20.0,14.0
TEMP001118,18.0,19.0
TEMP001119,20.0,14.0
TEMP001120,19.0,16.0
TEMP001121,19.0,16.0
TEMP001122,19.0,17.0
TEMP001123,19.0,17.0
TEMP001124,18.0,19.0
TEMP001125,17.0,21.0
TEMP001126,15.0,26.0
TEMP001127,18.0,19.0
TEMP001128,20.0,15.0
TEMP001129,17.0,21.0
TEMP001130,19.0,17.0
TEMP001131,19.0,17.0
TEMP001132,19.0,17.0
TEMP001133,17.0,21.0
TEMP001134,19.0,17.0
TEMP001135,18.0,19.0
TEMP001136,16.0,24.0
TEMP001137,17.0,22.0
TEMP001138,17.0,21.0
TEMP001139,18.0,19.0
TEMP001140,20.0,18.0
TEMP001141,19.0,17.0
TEMP001142,21.0,11.0
TEMP001143,18.0,18.0
TEMP001144,17.0,22.0
TEMP001145,20.0,15.0
TEMP001146,17.0,21.0
TEMP001147,19.0,16.0
TEMP001148,19.0,17.0
TEMP001149,17.0,22.0
TEMP001150,19.0,16.0
TEMP001151,18.0,19.0
TEMP001152,18.0,19.0
TEMP001153,19.0,17.0
TEMP001154,17.0,22.0
TEMP001155,16.0,24.0
TEMP001156,10.0,17.0
TEMP001157,12.0,13.0
TEMP001158,14.0,8.0
TEMP001159,12.0,13.0
TEMP001160,11.0,14.0
TEMP001161,12.0,12.0
TEMP001162,13.0,10.0
TEMP001163,12.0,12.0
TEMP001164,11.0,15.0
TEMP001165,14.0,8.0
TEMP001166,11.0,15.0
TEMP001167,11.0,14.0
TEMP001168,13.0,9.0
TEMP001169,12.0,13.0
TEMP001170,12.0,12.0
TEMP001171,11.0,15.0
TEMP001172,12.0,13.0
TEMP001173,13.0,10.0
TEMP001174,13.0,10.0
TEMP001175,10.0,17.0
TEMP001176,15.0,6.0
TEMP001177,10.0,17.0
TEMP001178,12.0,12.0
TEMP001179,10.0,18.0
TEMP001180,15.0,6.0
TEMP001181,11.0,14.0
TEMP001182,13.0,10.0
TEMP001183,13.0,11.0
TEMP001184,12.0,13.0
TEMP001185,11.0,15.0
TEMP001186,12.0,12.0
TEMP001187,12.0,12.0
TEMP001188,13.0,10.0
TEMP001189,13.0,10.0
TEMP001190,13.0,9.0
TEMP001191,11.0,14.0
TEMP001192,10.0,17.0
TEMP001193,12.0,13.0
TEMP001194,11.0,14.0
TEMP001195,15.0,5.0
TEMP001196,11.0,15.0
TEMP001197,10.0,17.0
TEMP001198,13.0,11.0
TEMP001199,12.0,12.0
TEMP001200,13.0,11.0
TEMP001201,14.0,7.0
TEMP001202,11.0,15.0
TEMP001203,13.0,10.0
TEMP001204,12.0,12.0
TEMP001205,14.0,7.0
TEMP001206,14.0,8.0
TEMP001207,13.0,10.0
TEMP001208,11.0,14.0
TEMP001209,11.0,15.0
TEMP001210,12.0,12.0
TEMP001211,13.0,10.0
TEMP001212,13.0,10.0
TEMP001213,12.0,13.0
TEMP001214,10.0,17.0
TEMP001215,10.0,16.0
TEMP001216,11.0,15.0
TEMP001217,10.0,17.0
TEMP001218,13.0,11.0
TEMP001219,14.0,8.0
TEMP001220,14.0,7.0
TEMP001221,12.0,12.0
TEMP001222,12.0,12.0
TEMP001223,14.0,8.0
TEMP001224,14.0,8.0
TEMP001225,10.0,17.0
TEMP001226,12.0,13.0
TEMP001227,14.0,7.0
TEMP001228,14.0,7.0
TEMP001229,9.0,19.0
TEMP001230,14.0,8.0
TEMP001231,12.0,12.0
TEMP001232,13.0,11.0
TEMP001233,12.0,12.0
TEMP001234,13.0,9.0
TEMP001235,14.0,7.0
TEMP001236,10.0,18.0
TEMP001237,11.0,14.0
TEMP001238,14.0,8.0
TEMP001239,11.0,15.0
TEMP001240,13.0,11.0
TEMP001241,11.0,15.0
TEMP001242,11.0,15.0
TEMP001243,13.0,9.0
TEMP001244,11.0,14.0
TEMP001245,12.0,13.0
TEMP001246,12.0,13.0
TEMP001247,11.0,14.0
TEMP001248,10.0,17.0
TEMP001249,12.0,12.0
TEMP001250,12.0,12.0
TEMP001251,11.0,15.0
TEMP001252,14.0,8.0
TEMP001253,13.0,10.0
TEMP001254,11.0,14.0
TEMP001255,46.0,45.0
TEMP001256,48.0,41.0
TEMP001257,45.0,47.0
TEMP001258,48.0,41.0
TEMP001259,43.0,52.0
TEMP001260,44.0,50.0
TEMP001261,44.0,50.0
TEMP001262,44.0,50.0
TEMP001263,45.0,47.0
TEMP001264,48.0,41.0
TEMP001265,46.0,46.0
TEMP001266,43.0,53.0
TEMP001267,47.0,42.0
TEMP001268,47.0,43.0
TEMP001269,42.0,54.0
TEMP001270,44.0,50.0
TEMP001271,46.0,46.0
TEMP001272,48.0,40.0
TEMP001273,47.0,43.0
TEMP001274,45.0,48.0
TEMP001275,45.0,48.0
TEMP001276,49.0,39.0
TEMP001277,45.0,48.0
TEMP001278,44.0,49.0
TEMP001279,44.0,49.0
TEMP001280,48.0,41.0
TEMP001281,45.0,48.0
TEMP001282,50.0,37.0
TEMP001283,44.0,50.0
TEMP001284,50.0,36.0
TEMP001285,48.0,41.0
TEMP001286,45.0,47.0
TEMP001287,46.0,46.0
TEMP001288,47.0,42.0
TEMP001289,49.0,38.0
TEMP001290,45.0,47.0
TEMP001291,44.0,50.0
TEMP001292,47.0,44.0
TEMP001293,44.0,50.0
TEMP001294,46.0,45.0
TEMP001295,47.0,44.0
TEMP001296,46.0,46.0
TEMP001297,41.0,57.0
TEMP001298,46.0,45.0
TEMP001299,49.0,39.0
TEMP001300,47.0,44.0
TEMP001301,47.0,43.0
TEMP001302,47.0,43.0
TEMP001303,49.0,38.0
TEMP001304,50.0,35.0
TEMP001305,46.0,45.0
TEMP001306,49.0,39.0
TEMP001307,47.0,43.0
TEMP001308,49.0,38.0
TEMP001309,43.0,53.0
TEMP001310,46.0,45.0
TEMP001311,50.0,36.0
TEMP001312,48.0,40.0
TEMP001313,46.0,46.0
TEMP001314,54.0,43.0
TEMP001315,46.0,46.0
TEMP001316,45.0,48.0
TEMP001317,46.0,45.0
TEMP001318,46.0,45.0
TEMP001319,47.0,43.0
TEMP001320,44.0,50.0
TEMP001321,50.0,36.0
TEMP001322,49.0,38.0
TEMP001323,46.0,46.0
TEMP001324,42.0,54.0
TEMP001325,45.0,47.0
TEMP001326,47.0,42.0
TEMP001327,44.0,50.0
TEMP001328,47.0,43.0
TEMP001329,48.0,40.0
TEMP001330,47.0,44.0
TEMP001331,31.0,25.0
TEMP001332,43.0,52.0
TEMP001333,48.0,41.0
TEMP001334,48.0,40.0
TEMP001335,45.0,47.0
TEMP001336,40.0,59.0
TEMP001337,49.0,39.0
TEMP001338,17.0,26.0
TEMP001339,19.0,21.0
TEMP001340,20.0,20.0
TEMP001341,21.0,16.0
TEMP001342,18.0,24.0
TEMP001343,21.0,17.0
TEMP001344,20.0,20.0
TEMP001345,20.0,19.0
TEMP001346,20.0,20.0
TEMP001347,20.0,20.0
TEMP001348,20.0,19.0
TEMP001349,18.0,24.0
TEMP001350,19.0,21.0
TEMP001351,22.0,14.0
TEMP001352,23.0,11.0
TEMP001353,17.0,26.0
TEMP001354,21.0,17.0
TEMP001355,21.0,17.0
TEMP001356,20.0,20.0
TEMP001357,20.0,19.0
TEMP001358,21.0,17.0
TEMP001359,18.0,23.0
TEMP001360,23.0,12.0
TEMP001361,21.0,16.0
TEMP001362,19.0,21.0
TEMP001363,20.0,18.0
TEMP001364,21.0,17.0
TEMP001365,21.0,17.0
TEMP001366,19.0,21.0
TEMP001367,19.0,21.0
TEMP001368,20.0,18.0
TEMP001369,19.0,21.0
TEMP001370,21.0,17.0
TEMP001371,21.0,17.0
TEMP001372,21.0,17.0
TEMP001373,17.0,25.0
TEMP001374,20.0,19.0
TEMP001375,20.0,19.0
TEMP001376,23.0,11.0
TEMP001377,19.0,22.0
TEMP001378,18.0,20.0
TEMP001379,20.0,14.0
TEMP001380,16.0,23.0
TEMP001381,19.0,16.0
TEMP001382,19.0,16.0
TEMP001383,17.0,21.0
TEMP001384,19.0,16.0
TEMP001385,19.0,17.0
TEMP001386,16.0,23.0
TEMP001387,17.0,21.0
TEMP001388,18.0,19.0
TEMP001389,18.0,19.0
TEMP001390,20.0,14.0
TEMP001391,18.0,19.0
TEMP001392,20.0,14.0
TEMP001393,18.0,19.0
TEMP001394,19.0,16.0
TEMP001395,22.0,14.0
TEMP001396,21.0,17.0
TEMP001397,21.0,13.0
TEMP001398,17.0,21.0
TEMP001399,19.0,17.0
TEMP001400,16.0,24.0
TEMP001401,19.0,16.0
TEMP001402,18.0,19.0
TEMP001403,18.0,20.0
TEMP001404,16.0,23.0
TEMP001405,18.0,19.0
TEMP001406,18.0,19.0
TEMP001407,18.0,19.0
TEMP001408,21.0,12.0
TEMP001409,19.0,17.0
TEMP001410,18.0,20.0
TEMP001411,19.0,16.0
TEMP001412,18.0,18.0
TEMP001413,20.0,15.0
TEMP001414,18.0,19.0
TEMP001415,17.0,21.0
TEMP001416,18.0,18.0
TEMP001417,18.0,18.0
TEMP001418,17.0,21.0
TEMP001419,20.0,14.0
TEMP001420,20.0,14.0
TEMP001421,18.0,19.0
TEMP001422,19.0,16.0
TEMP001423,19.0,17.0
TEMP001424,18.0,19.0
TEMP001425,18.0,19.0
TEMP001426,21.0,16.0
TEMP001427,16.0,24.0
TEMP001428,18.0,19.0
TEMP001429,19.0,17.0
TEMP001430,20.0,15.0
TEMP001431,18.0,19.0
TEMP001432,17.0,21.0
TEMP001433,19.0,16.0
TEMP001434,18.0,19.0
TEMP001435,22.0,10.0
TEMP001436,20.0,14.0
TEMP001437,13.0,11.0
TEMP001438,14.0,8.0
TEMP001439,10.0,17.0
TEMP001440,11.0,15.0
TEMP001441,13.0,10.0
TEMP001442,11.0,15.0
TEMP001443,11.0,15.0
TEMP001444,13.0,10.0
TEMP001445,12.0,12.0
TEMP001446,10.0,17.0
TEMP001447,11.0,15.0
TEMP001448,13.0,11.0
TEMP001449,15.0,5.0
TEMP001450,21.0,26.0
TEMP001451,12.0,12.0
TEMP001452,11.0,14.0
TEMP001453,11.0,14.0
TEMP001454,13.0,10.0
TEMP001455,14.0,8.0
TEMP001456,14.0,8.0
TEMP001457,11.0,15.0
TEMP001458,12.0,12.0
TEMP001459,11.0,15.0
TEMP001460,13.0,10.0
TEMP001461,10.0,17.0
TEMP001462,14.0,8.0
TEMP001463,13.0,11.0
TEMP001464,12.0,12.0
TEMP001465,13.0,9.0
TEMP001466,10.0,17.0
TEMP001467,13.0,10.0
TEMP001468,12.0,12.0
TEMP001469,12.0,12.0
TEMP001470,11.0,15.0
TEMP001471,12.0,12.0
TEMP001472,13.0,10.0
TEMP001473,12.0,13.0
TEMP001474,12.0,13.0
TEMP001475,12.0,12.0
TEMP001476,13.0,10.0
TEMP001477,10.0,17.0
TEMP001478,12.0,13.0
TEMP001479,12.0,13.0
TEMP001480,10.0,17.0
TEMP001481,13.0,10.0
TEMP001482,11.0,15.0
TEMP001483,11.0,14.0
TEMP001484,12.0,12.0
TEMP001485,14.0,8.0
TEMP001486,12.0,13.0
TEMP001487,12.0,13.0
TEMP001488,12.0,12.0
TEMP001489,13.0,10.0
TEMP001490,13.0,11.0
TEMP001491,13.0,9.0
TEMP001492,12.0,13.0
TEMP001493,11.0,14.0
TEMP001494,13.0,10.0
TEMP001495,12.0,12.0
TEMP001496,10.0,17.0
TEMP001497,8.0,21.0
TEMP001498,12.0,12.0
TEMP001499,10.0,16.0
TEMP001500,13.0,10.0
TEMP001501,12.0,13.0
TEMP001502,12.0,12.0
TEMP001503,25.0,17.0
TEMP001504,11.0,15.0
TEMP001505,11.0,15.0
TEMP001506,12.0,12.0
TEMP001507,13.0,10.0
TEMP001508,13.0,10.0
TEMP001509,12.0,13.0
TEMP001510,12.0,12.0
TEMP001511,11.0,15.0
TEMP001512,14.0,7.0
TEMP001513,10.0,17.0
TEMP001514,11.0,14.0
TEMP001515,13.0,10.0
TEMP001516,11.0,15.0
TEMP001517,13.0,11.0
TEMP001518,12.0,13.0
TEMP001519,13.0,10.0
TEMP001520,13.0,10.0
TEMP001521,12.0,12.0
TEMP001522,13.0,10.0
TEMP001523,12.0,12.0
TEMP001524,13.0,10.0
TEMP001525,13.0,10.0
TEMP001526,11.0,15.0
TEMP001527,46.0,46.0
TEMP001528,38.0,63.0
TEMP001529,44.0,50.0
TEMP001530,50.0,35.0
TEMP001531,47.0,44.0
TEMP001532,45.0,48.0
TEMP001533,42.0,54.0
TEMP001534,45.0,47.0
TEMP001535,42.0,54.0
TEMP001536,47.0,42.0
TEMP001537,48.0,41.0
TEMP001538,46.0,45.0
TEMP001539,47.0,43.0
TEMP001540,50.0,35.0
TEMP001541,46.0,45.0
TEMP001542,46.0,45.0
TEMP001543,48.0,41.0
TEMP001544,46.0,45.0
TEMP001545,44.0,49.0
TEMP001546,50.0,37.0
TEMP001547,44.0,50.0
TEMP001548,45.0,48.0
TEMP001549,47.0,43.0
TEMP001550,44.0,51.0
TEMP001551,48.0,40.0
TEMP001552,50.0,36.0
TEMP001553,48.0,41.0
TEMP001554,44.0,50.0
TEMP001555,48.0,40.0
TEMP001556,46.0,45.0
TEMP001557,47.0,44.0
TEMP001558,50.0,35.0
TEMP001559,47.0,44.0
TEMP001560,49.0,39.0
TEMP001561,45.0,48.0
TEMP001562,47.0,44.0
TEMP001563,44.0,50.0
TEMP001564,46.0,45.0
TEMP001565,47.0,42.0
TEMP001566,48.0,41.0
TEMP001567,52.0,32.0
TEMP001568,45.0,48.0
TEMP001569,45.0,48.0
TEMP001570,45.0,48.0
TEMP001571,45.0,48.0
TEMP001572,48.0,41.0
TEMP001573,47.0,43.0
TEMP001574,46.0,45.0
TEMP001575,47.0,44.0
TEMP001576,45.0,48.0
TEMP001577,43.0,52.0
TEMP001578,51.0,34.0
TEMP001579,44.0,49.0
TEMP001580,46.0,45.0
TEMP001581,48.0,41.0
TEMP001582,46.0,45.0
TEMP001583,49.0,38.0
TEMP001584,48.0,41.0
TEMP001585,45.0,48.0
TEMP001586,46.0,45.0
TEMP001587,47.0,43.0
TEMP001588,46.0,45.0
TEMP001589,47.0,43.0
TEMP001590,50.0,36.0
TEMP001591,42.0,54.0
TEMP001592,45.0,47.0
TEMP001593,46.0,46.0
TEMP001594,47.0,43.0
TEMP001595,46.0,46.0
TEMP001596,45.0,48.0
TEMP001597,47.0,43.0
TEMP001598,44.0,49.0
TEMP001599,48.0,41.0
TEMP001600,49.0,38.0
TEMP001601,50.0,37.0
TEMP001602,46.0,45.0
TEMP001603,44.0,50.0
TEMP001604,48.0,40.0
TEMP001605,47.0,43.0
TEMP001606,43.0,52.0
TEMP001607,46.0,46.0
TEMP001608,45.0,48.0
TEMP001609,45.0,47.0
TEMP001610,46.0,45.0
TEMP001611,50.0,37.0
TEMP001612,48.0,41.0
TEMP001613,19.0,22.0
TEMP001614,21.0,17.0
TEMP001615,17.0,27.0
TEMP001616,20.0,19.0
TEMP001617,20.0,19.0
TEMP001618,22.0,15.0
TEMP001619,20.0,20.0
TEMP001620,20.0,20.0
TEMP001621,20.0,19.0
TEMP001622,19.0,21.0
TEMP001623,20.0,19.0
TEMP001624,21.0,17.0
TEMP001625,20.0,19.0
TEMP001626,17.0,25.0
TEMP001627,22.0,15.0
TEMP001628,19.0,21.0
TEMP001629,19.0,22.0
TEMP001630,22.0,15.0
TEMP001631,21.0,16.0
TEMP001632,20.0,19.0
TEMP001633,19.0,21.0
TEMP001634,19.0,22.0
TEMP001635,20.0,19.0
TEMP001636,20.0,19.0
TEMP001637,22.0,14.0
TEMP001638,21.0,17.0
TEMP001639,20.0,19.0
TEMP001640,20.0,18.0
TEMP001641,21.0,16.0
TEMP001642,21.0,17.0
TEMP001643,21.0,17.0
TEMP001644,19.0,21.0
TEMP001645,20.0,19.0
TEMP001646,17.0,22.0
TEMP001647,17.0,21.0
TEMP001648,20.0,14.0
TEMP001649,17.0,21.0
TEMP001650,15.0,25.0
TEMP001651,20.0,15.0
TEMP001652,21.0,13.0
TEMP001653,17.0,22.0
TEMP001654,16.0,24.0
TEMP001655,16.0,23.0
TEMP001656,18.0,18.0
TEMP001657,18.0,19.0
TEMP001658,20.0,14.0
TEMP001659,18.0,20.0
TEMP001660,19.0,16.0
TEMP001661,19.0,17.0
TEMP001662,20.0,15.0
TEMP001663,21.0,27.0
TEMP001664,17.0,21.0
TEMP001665,18.0,19.0
TEMP001666,17.0,22.0
TEMP001667,17.0,21.0
TEMP001668,21.0,12.0
TEMP001669,20.0,14.0
TEMP001670,15.0,25.0
TEMP001671,17.0,21.0
TEMP001672,19.0,17.0
TEMP001673,18.0,20.0
TEMP001674,20.0,15.0
TEMP001675,17.0,21.0
TEMP001676,22.0,25.0
TEMP001677,18.0,20.0
TEMP001678,21.0,13.0
TEMP001679,18.0,18.0
TEMP001680,18.0,18.0
TEMP001681,18.0,20.0
TEMP001682,19.0,17.0
TEMP001683,19.0,17.0
TEMP001684,18.0,19.0
TEMP001685,16.0,23.0
TEMP001686,15.0,26.0
TEMP001687,19.0,17.0
TEMP001688,19.0,17.0
TEMP001689,20.0,15.0
TEMP001690,19.0,17.0
TEMP001691,17.0,22.0
TEMP001692,17.0,21.0
TEMP001693,18.0,19.0
TEMP001694,19.0,16.0
TEMP001695,19.0,17.0
TEMP001696,17.0,22.0
TEMP001697,19.0,16.0
TEMP001698,19.0,17.0
TEMP001699,19.0,16.0
TEMP001700,19.0,17.0
TEMP001701,19.0,17.0
TEMP001702,19.0,17.0
TEMP001703,17.0,21.0
TEMP001704,19.0,17.0
TEMP001705,12.0,12.0
TEMP001706,12.0,12.0
TEMP001707,12.0,13.0
TEMP001708,13.0,10.0
TEMP001709,12.0,12.0
TEMP001710,11.0,14.0
TEMP001711,12.0,13.0
TEMP001712,10.0,17.0
TEMP001713,13.0,10.0
TEMP001714,13.0,9.0
TEMP001715,13.0,10.0
TEMP001716,12.0,12.0
TEMP001717,13.0,10.0
TEMP001718,11.0,14.0
TEMP001719,12.0,12.0
TEMP001720,12.0,12.0
TEMP001721,14.0,8.0
TEMP001722,12.0,13.0
TEMP001723,10.0,17.0
TEMP001724,10.0,16.0
TEMP001725,13.0,10.0
TEMP001726,11.0,14.0
TEMP001727,11.0,15.0
TEMP001728,12.0,12.0
TEMP001729,13.0,9.0
TEMP001730,13.0,10.0
TEMP001731,13.0,10.0
TEMP001732,13.0,10.0
TEMP001733,12.0,13.0
TEMP001734,11.0,15.0
TEMP001735,12.0,13.0
TEMP001736,12.0,13.0
TEMP001737,11.0,15.0
TEMP001738,12.0,12.0
TEMP001739,13.0,10.0
TEMP001740,15.0,6.0
TEMP001741,12.0,13.0
TEMP001742,12.0,12.0
TEMP001743,13.0,9.0
TEMP001744,11.0,14.0
TEMP001745,11.0,15.0
TEMP001746,15.0,6.0
TEMP001747,13.0,10.0
TEMP001748,11.0,15.0
TEMP001749,12.0,13.0
TEMP001750,23.0,22.0
TEMP001751,12.0,12.0
TEMP001752,13.0,10.0
TEMP001753,13.0,10.0
TEMP001754,11.0,15.0
TEMP001755,12.0,13.0
TEMP001756,11.0,15.0
TEMP001757,13.0,11.0
TEMP001758,11.0,14.0
TEMP001759,13.0,10.0
TEMP001760,13.0,10.0
TEMP001761,14.0,8.0
TEMP001762,12.0,12.0
TEMP001763,11.0,14.0
TEMP001764,11.0,15.0
TEMP001765,11.0,14.0
TEMP001766,11.0,14.0
TEMP001767,10.0,16.0
TEMP001768,11.0,15.0
TEMP001769,12.0,12.0
TEMP001770,12.0,13.0
TEMP001771,11.0,15.0
TEMP001772,13.0,11.0
TEMP001773,13.0,11.0
TEMP001774,13.0,10.0
TEMP001775,11.0,14.0
TEMP001776,13.0,11.0
TEMP001777,14.0,8.0
TEMP001778,11.0,15.0
TEMP001779,45.0,48.0
TEMP001780,47.0,43.0
TEMP001781,45.0,48.0
TEMP001782,45.0,48.0
TEMP001783,46.0,45.0
TEMP001784,44.0,49.0
TEMP001785,43.0,52.0
TEMP001786,49.0,38.0
TEMP001787,44.0,49.0
TEMP001788,43.0,52.0
TEMP001789,47.0,43.0
TEMP001790,48.0,40.0
TEMP001791,43.0,52.0
TEMP001792,47.0,43.0
TEMP001793,44.0,49.0
TEMP001794,44.0,51.0
TEMP001795,46.0,45.0
TEMP001796,49.0,38.0
TEMP001797,46.0,46.0
TEMP001798,47.0,43.0
TEMP001799,44.0,49.0
TEMP001800,49.0,38.0
TEMP001801,48.0,40.0
TEMP001802,47.0,42.0
TEMP001803,45.0,47.0
TEMP001804,50.0,37.0
TEMP001805,47.0,42.0
TEMP001806,45.0,47.0
TEMP001807,48.0,40.0
TEMP001808,45.0,47.0
TEMP001809,50.0,36.0
TEMP001810,49.0,38.0
TEMP001811,49.0,38.0
TEMP001812,47.0,44.0
TEMP001813,43.0,53.0
TEMP001814,43.0,53.0
TEMP001815,49.0,38.0
TEMP001816,45.0,47.0
TEMP001817,46.0,45.0
TEMP001818,43.0,52.0
TEMP001819,49.0,38.0
TEMP001820,49.0,38.0
TEMP001821,44.0,50.0
TEMP001822,44.0,50.0
TEMP001823,47.0,44.0
TEMP001824,47.0,43.0
TEMP001825,48.0,40.0
TEMP001826,47.0,44.0
TEMP001827,48.0,41.0
TEMP001828,48.0,40.0
TEMP001829,48.0,41.0
TEMP001830,45.0,48.0
TEMP001831,44.0,50.0
TEMP001832,46.0,45.0
TEMP001833,48.0,41.0
TEMP001834,45.0,48.0
TEMP001835,46.0,45.0
TEMP001836,48.0,40.0
TEMP001837,51.0,34.0
TEMP001838,46.0,45.0
TEMP001839,47.0,42.0
TEMP001840,46.0,46.0
TEMP001841,49.0,39.0
TEMP001842,44.0,50.0
TEMP001843,47.0,43.0
TEMP001844,44.0,50.0
TEMP001845,46.0,45.0
TEMP001846,46.0,45.0
TEMP001847,45.0,48.0
TEMP001848,49.0,39.0
TEMP001849,48.0,41.0
TEMP001850,46.0,45.0
TEMP001851,46.0,46.0
TEMP001852,46.0,45.0
TEMP001853,44.0,50.0
TEMP001854,50.0,37.0
TEMP001855,44.0,50.0
TEMP001856,48.0,41.0
TEMP001857,45.0,47.0
TEMP001858,23.0,22.0
TEMP001859,21.0,27.0
TEMP001860,23.0,22.0
TEMP001861,19.0,21.0
TEMP001862,18.0,23.0
